NTEE_CD,text
K31,"EXPENSES OF OPERATION AND DONATIONS ARE AS FOLLOWS: DONATION BACK TO FOOD BANK 2000.00 MILEAGE REIMBURSEMENT 480.00 DEPRECIATION ON EQUIPMENT 1981.00 OFFICE 20.00 INSURANCE 180.00 SUPPLIES 155.00 PROPANE 630.00 COST OF FOOD 3189.00 COST OF VOUCHERS FOR FOOD 4850.00 WATER AND SEWER 340.00 ELECTRIC 1512.00 RENT FOR BUILDING 2400.00 VALUES OF FOOD DISTRIBUTIONS ARE AS FOLLOWS: USDA FOOD BANK 47,681.00 FEEDING AMERICA FOOD BANK 331,037.00 VALUES OF FOOD RECEIVED FROM VARIOUS SOURCES AND DISTRIBUTED TO THE NEEDY ARE AS FOLLOWS: FOOD BANK FEEDING AMERICA 331,037.00 FOOD BANK USDA 47,681.00 DONATIONS OF MONEY FROM VARIOUS SOURCES AND USED FOR FUNCIONAL AND DISTRIBUTION EXPENSES ARE AS FOLLOWS: BUSINESSES,CHURCHES,ORGANIZATIONS 20,387.00 THIS ORGANIZATION IS AN INCORPORATED NON-PROFIT THAT WAS ESTABLISHED IN THE STATE OF MISSOURI ON MARCH 9, 2012. IT FIRST STARTED IN 1998 AND WAS FORMERLY OPERATED AS AN ORGANIZATION SPONSORED BY THE VIENNA MINISTERIAL ALLIANCE AS LOAVES AND FISHES FOOD PANTRY. ORIGINALLY, MISSOURI OZARKS COMMUNITY ACTION WAS ADMINISTERING THE LOCAL FOOD PANTRY BUT WAS UNABLE TO MAINTAIN THE PROGRAM DUE TO A SHORTAGE OF RESOURCES, STAFF, AND STORAGE TO CONTINUE WITH THE LOCAL FOOD PANTRY. ALMOST 15 YEARS LATER, THE NEWLY FORMED LOAVES & FISHES FOOD PANTRY OF MARIES COUNTY, INC. WAS ORGANIZED. THE BY-LAWS WERE CREATED AND ADOPTED SHORTLY BEFORE BEING INCORPORATED ON FEBRUARY 8, 2012. THE ORGANIZATION'S PURPOSE IS TO DISTRIBUTE FOOD TO THE RESIDENTS OF MARIES COUNTY, MISSOURI, AND RESIDENTS OF THE SURROUNDING COMMUNITIES WHO WISH TO APPLY AND MEET THE FEDERAL INCOME ELIGIBILITY GUIDELINES. LOAVES AND FISHES FOOD PANTRY OF MARIES COUNTY INC. DISTRIBUTES USDA COMMODITIES TO QUALIFIED INDIVIDUALS IN MARIES C"
E210,"MERCY HEALTH SPRINGFIELD COMMUNITIES AND ITS SUBSIDIARIES PROVIDE HIGH-QUALITY, COMPASSIONATE, FAITH-BASED HEALTH CARE IN A VARIETY OF TRADITIONAL MEDICAL SETTINGS. THIS ORGANIZATION PROVIDES SERVICES TO THE COMMUNITIES WE SERVE, WITH PARTICULAR CONCERN FOR THE ECONOMICALLY POOR, IN THE WAY OF INPATIENT HOSPITAL SERVICES, OUTPATIENT SERVICES, EMERGENCY ROOM CARE, HOME HEALTH SERVICES, AND PHYSICIAN CLINIC OFFICE VISITS. AS THE SISTERS OF MERCY BEFORE US, WE BRING TO LIFE THE HEALING MINITRY OF JESUS THROUGH OUR COMPASSIONATE CARE AND EXCEPTIONAL SERVICE."
P20,"PROVIDING INDIVIDUAL BUDGETING AND MONTHLY BILL PAYMENT SERVICES FOR THOSE INDIVUDUALS ON LIMITED BUDGETS. PROVIDING BUDGETING, BILL PAYMENT AND ADVOCAY AS REPRESENTATIVE PAYEE TO DISBLED, HOMELESS, AND ELDERLY PERSONS IN THE KANSAS CITY METRO AREA."
B990,"AGRI-BUSINESS EXPO CENTER - BUCHANAN COUNTY AGRI-BUSINESS EXPO CENTER INC. WAS FORMED TO CREATE A MULTI-PURPOSE CAMPUS FOCUSED ON AGRICULTURE, COMMERCE, ENTERTAINMENT, CULTURAL ACTIVITIES AND EDUCAITONAL INTERESTS BY PROVIDING EXHIBITIONS, CONVENTIONS, TRADE SHOWS, PUBLIC GATHERINGS, YOUTH ACTIVITIES AND OTHER FUNCTIONS. TO BE A REGIONAL GATHERING PLACE THAT CELEBRATES OUR HERITAGE AND INSPIRES OUR FUTURE."
E70,"TO PROVIDE FUNDING AND SUPPORT FOR THE FAIR MANAGEMENT SUMMIT EDUCATIONAL PROGRAM FOR CURRENT AND PROSPECTIVE VOLUNTEEERS, STAFF MEMBERS, AND BOARDS OF DIRECTORS OF AGRICULTURAL FAIRS AND TO CONDUCT RESEARCH REGARDING THOSE ACTIVITIES AND THE INTERFACE BETWEEN THE PUBLIC AND AGRICULTURAL FAIRS. TO PROVIDE FUNDING TO PLAN, ADMINISTER, STAFF, PROVIDE SCHOLARSHIPS FOR, AND CONDUCT EDUCATIONAL PROGRAMS FOR CURRENT AND PROSPECTIVE VOLUNTEERS, STAFF MEMBERS AND BOARDS OF DIRECTORS OF AGRICULTURAL FAIRS AND TO CONDUCT RESEARCH REGARDING THOSE ACTIVITIES AND THE INTERFACE BETWEEN THE PUBLIC AND AGRICULTURAL FAIRS."
F80I,"TO PROVIDE RESEARCH, PROGRAM DEVELOPMENT AND EVALUATION. EVALUATION AND EDUCATION IN COMMUNITY MENTAL HEALTH AND TECHNICAL ASSISTANCE."
X99,"TRAINING THE TRAINERS EXECUTIVE DIRECTOR COMMUNICATES WEEKLY WITH AN ORGANIZATION IN GUATEMALA THAT OPERATES A CENTRAL TRAINING FACILITY NEAR CHICHICASTENAGO AND IS ESTABLISHING EXTENSION CENTERS IN OUTLYING AREAS OF GUATEMALA, ECUADOR, CUBA,AND MEXICO. ASSISTANT ADMINISTRATOR REVIEWS FINANCIAL STATEMENTS,CONSULTS REGULARLY TO ADVISE THE GUATEMALAN ACCOUNTANT TO ASSESS THE HANDLING OF FINANCIAL TRANSACTIONS. AS THE PROGRAM GROWS. A BOARD MEMBER MADE A TRIP WITH A BUSINESSMAN FOR A WEEK OF EVALUATING THE EFFICIENCY AND EFFECTIVENESS OF ADMINISTRATION, INCLUDING OFFERING MANAGMENT ADVICE. THE EXECUTIVE DIRECTOR ADVISES SIMILAR TRAINING CENTERS LOCATED IN LATINO COMMUNITIES IN THE US. TO PROVIDE TRAINING, MENTORING, FINANCIAL SUPPORT, AND VOLUNTEER TEAMS TO ORGANIZATIONS WHO, IN TURN, EDUCATE,EQUIP, AND PROVIDE PRACTICAL SERVICES TO PASTORS, CHURCH LEADERS, AND FAMILIES PRIMARILY INDIGENOUS PEOPLE GROUPS OF THE WESTERN HEMISPHERE."
T30Z,PROVIDE SAFE AND AFFORDABLE HOUSING IN AN APARTMENT COMPLEX SETTING OF 10 UNITS LOCATED IN SEDALIA (PETTIS COUNTY) MO AND 8 UNITS LOCATED IN MARSHALL (SALINE COUNTY) MO. TO PROVIDE SUPPORT AND TRAINING TO PEOPLE WITH DISABILITIES IN THEIR COMMUNITY IN A MANNER WHICH VALUES THEIR CHOICES AND ENCOURAGES INDEPENDENCE.
C022,ANNUAL MEETING AND EDUCATIONAL SEMINARS ARE HELD TO EDUCATE MEMBERS AND THE PUBLIC AND TO EXCHANGE INFORMATION RELATING TO MISSOURI'S WATER ENVIRONMENT. EDUCATION AND PROFESSIONAL DEVELOPMENT FOR WATER QUALITY PROFESSIONALS.
X20,"CHURCH CONCERTS AND SHOWS TO CONDUCT, PROMOTE, ENGAGE IN, AND ENJOY RELIGIOUS SERVICE AND WORSHIP. TO EVANGELIZE BY PREACHING AND TEACHING, TO ESTABLISH A SERVICE OF WORSHIP, AND TO PROVIDE FOR CHRISTIAN FELLOWSHIP."
O99Z,Developing one-on-one relationships between adult volunteers and children facing adversity who can benefit from friendship and guidance of volunteers. To provide at-risk youth with positive mentoring relationships that significantly enhance their development into healthy and responsible adults.
J330,"PROVIDES EMPLOYMENT TO INDIVIDUALS WHO HAVE BEEN CERTIFIED AS DEVELOPMENTALLY DISABLED. ACCORDINGLY, NO REVENUE IS TREATED AS REVENUE FROM A ""DISQUALIFIED PERSON"" ON SCHEDULE A. INDUSTRIAL AID, INC. SERVED 182 CLIENTS DURING FISCAL YEAR ENDED JUNE 30, 2017. SHELTERED WORKSHOP PROVIDING EMPLOYMENT FOR DEVELOPMENTALLY DISABLED INDIVIDUALS."
P20,"SCHOLARSHIPS WERE AWARDED TO INDIVIDUALS TO SUPPORT THEIR ATTENDANCE AT SPECIFIC CREDIT UNION RELATED COURSES. ADDITIONALLY, GRANTS WERE MADE TO CREDIT UNIONS TO ASSIST WITH MANAGEMENT, MARKETING, AND ATTENDANCE OF CONFERENCES. TO PROMOTE CREDIT UNION DEVELOPMENT THROUGHOUT THE STATES OF MISSOURI AND KANSAS."
D200,"OPERATED A NO KILL ANIMAL SHELTER AND LOW COST VETERINARY CLINIC FOR THE COMMUNITY CARE AND ADOPTION OF RESCUED ANIMALS, VETERNARY CLINIC TO MAINTAIN HEALTH OF RESCUED ANIMALS AND OTHER ANIMALS IN THE COMMUNITY"
K31,"Providing clients with donated used clothing and household goods, donated & purchased food pantry items, and dental care. Clients served: 24483 To improve the health and well-being of the needy with emphasis on securing and providing food, clothing, nurturing, and spiritual support."
L22Z,"THROUGH JUNE 30, 2017, B'NAI B'RITH PROVIDED APARTMENT RENTAL HOUSING FOR SENIOR CITIZENS PURSUANT TO SECTION 236 OF THE NATIONAL HOUSING ACT. ALL FORMER RESIDENTS HAVE MOVED TO A NEW AFFORDABLE RENTAL HOUSING BUILDING OPERATED BY A RELATED ENTITY AND B'NAI B'RITH HAS CEASED OPERATIONS. THE B'NAI B'RITH LEGAL ENTITY REMAINS ACTIVE DUE TO CONTINUING CONTRACTUAL OBLIGATIONS. B'NAI B'RITH COVENANT HOUSE, INC. PROVIDED AFFORDABLE HOUSING FOR SENIORS, BUT HAS CEASED OPERATION."
O210,"HERBERT HOOVER (FORMALLY SPORTSMANS PARK) CLUB - THIS FACILITY CURRENTLY SERVES OVER 3,000 YOUTH WITH AN AVERAGE OF 250 YOUTH ATTENDING DAILY. OPEN 48 WEEKS A YEAR, FIVE DAYS A WEEK, THE 78,000 SQUARE-FOOT FACILITY HOUSES A VISION CLINIC, AQUATICS CENTER, LEARNING CENTER, AND SPORTS FIELD, AS WELL AS A DENTAL CLINIC, READING ROOM, SCIENCE ROOM, TECHNOLOGY CENTER, GAME ROOM, TENNIS COURTS, FOOTBALL FIELD, GYMNASIUM, ART ROOM, TEEN CENTER, PERFORMING ARTS/DANCE STUDIO, MULTI-PURPOSE ROOM, CAFETERIA AND KITCHEN, FITNESS CENTER, AND A NEW MUSIC STUDIO. TO ENABLE YOUTH TO REALIZE THEIR FULL POTENTIAL AS PRODUCTIVE, RESPONSIBLE AND CARING CITIZENS."
X99,"TO PROVIDE SUPPORT TO VARIOUS AFFILIATED AGENCIES TO ENSURE THEIR ABILITY TO CARRY OUT THEIR MISSION. TO SERVE GOD BY RESPONDING TO THE NEEDS OF CHILDREN, YOUTH AND FAMILIES TO MAKE A LASTING DIFFERENCE IN THEIR LIVES."
E60,"In addition to treating children's dental needs, TeamSmile educates children on the importance of oral health care, proper brushing techniques, and the effects of good oral health habits. TeamSmile's goal is to break the cycle of poor oral health and provide children the resources to successfully care for their mouths. Through the power of sports, TeamSmile provides free dental care and oral health education to at-risk children, while providing a lifetime experience."
I83,SEE THE STMT. OF PROGRAM ACCOMPLISHMENTS ATTACHED LEGAL SERVICES FOR ENVIRONMENTAL PROTECTION
E91Z,"THE ORGANIZATION PROVIDES SENIOR CARE OPTIONS FOR ELDERLY ADULTS IN ELSBERRY, MO. THE ORGANIZATION OPERATES A 56-BED SKILLED NURSING FACILITY WITH 20,800 AVAILABLE BED DAYS AND SERVES BOTH MEDICARE AND MEDICAID PATIENTS. PROGRAMS PROVIDED INCLUDE EXTENDED STAY, RESIDENT COUNSELING SERVICES, AND MEDICAL NURSING SERVICES FOR SENIORS WITH SERIOUS ILLNESSES OR DISABILITIES 24 HOURS A DAY, DELIVERED BY REGISTERED NURSES, LICENSED PRACTICAL NURSES, AND CERTIFIED NURSE AIDS. TO PROVIDE EXCELLENT NURSING HOME CARE AT AN AFFORDABLE PRICE."
M20,Providing a crisis center for children 12 and under. The organizations mission is to provide a crisis center for children.
P81Z,"SUBSIDIZED HOUSEKEEPING SERVICES WERE PROVIDED ON A SLIDING SCALE,BASED ON INCOME, TO OVER 70 SENIORS. THIS ASSISTANCE WITH CLEANING ANDLAUNDRY HELPS ELDERLY RESIDENTS TO MAINTAIN THEIR APARTMENT AND TOAGE IN PLACE WITH DIGNITY. TO PROVIDE CARING SUPPORT SERVICES TO SENIORS"
M23,"THE ORGANIZATIOSN SOLE PROGRAM SERVICE IS TO PROVIDE TRAINED PERSONNEL AND K9S TO ASSIST ENFORCEMENT AGENCIES TO LOCATE LOST , MISSING OR DECEASED INDIVIDUALS. GATEWAY ASSISTED APPROXIMATELY 26 SEARCHES IN 2017. WE DO NOT CHARGE FOR OUR SERVICES AND ALL EXPENDITURES AND DONATIONS GO TOWARDS THIS PROGRAM SERVICE. ALL MEMBERS ARE VOLUTEERS AND NO SALARIES ARE PAID. IN ADDITION TO EACH MEMBER PAYING OUT OF THEIR OWN POCKETS, THE VOLUNTEERS RECEIVE FUNDS FROM GRANTS AND DONATIONS TO THE ORGANIZATION FOR EQUIPMENT TRAINING AND EDUCATION IF GRANTS FOR SUCH TRAINING ARE RECIEVED. OUR SERVICE AREA INCLUDES THE STATE OF MISSOURI, STATE OF ILLINOIS. AND IF REQUESTED, WE WILL DEPLOY OUTSIDE OF THIS IMMEDIATE AREA. ALL OF OUR DEPLOYMENTS ARE SEARCHES TO RESCUE MISSING PEOPLE AND CHILDREN OR RECOVER INDIVIDUALS WHO HAVE DROWNED, BECOME DECEASED WHIL MISSING, SUICIDES, ETC ASSIST ENFORCEMENT AGENCIES TO LOCATE LOST, MISSING AND DECEASED INDIVIDUALS"
I70,"MO DEPARTMENT OF SOCIAL SERVICES TO REDUCE THE TRAUMATIC LONG-TERM EFFECTS OF CHILD ABUSE ON CHILDREN, THEIR FAMILIES AND COMMUNITIES THROUGH COORDINATION, CHILD FOCUSED SERVICES, EDUCATION AND ADVOCACY."
P99,"PROVIDING FOOD, SHELTER, AND MEDICAL ASSISTANCE TO HOMELESS ANIMALS UNTIL A QUALITY PERMANENT HOME CAN BE FOUND. TO PREVENT CRUELTY TO HOMELESS ANIMALS BY PROVIDING FOOD, SHELTER, AND MEDICAL CARE WHILE SEEKING AND FINDING QUALITY PERMANENT HOMES. TO EDUCATE THE PUBLIC REGARDING THE HEALTH, EXERCISE, AND GENERAL NEEDS OF ANIMALS AS WELL AS TO THE NECESSITY OF SPAYING AND NEUTERING AS A MEANS OF ALLEVIATING THE BURDEN OF UNWANTED ANIMALS."
X20,"Love INC of Clay County is a clearinghouse for services for the poor and is connected with over 350 local programs, services or resources for families in poverty. In 2017 Love INC received 1,417 telephone calls and 670 applications for assistance. That year, a total of 1,565 households representing 5,996 individuals received some type of assistance, from a referral, or an emergency kit for the homeless, to assistance with rent to avoid an eviction. Love INC of Clay County has 14 regular volunteers who take calls, process applications, and meet with clients in support of this program.Love INC, in partnership with Happy Bottoms, also provides diapers and baby care products for families in need. In 2017 Love INC distributed $29,995 in products to help babies, $18,698 in diapers and $11,287 in baby care products. The mission of Love INC is to mobilize local churches to transform lives and communities in the Name of Christ."
P30J,"Dental care provided to crippled and handicapped children and adults of Missouri by mobile dental units supported by Missouri Elks Benevolent Trust, Inc. and Truman Medical Center. Charitable donations. Dental care provided to crippled and handicapped children and adults of Missouri by mobile dental units supported by Missouri Elks Benevolent Trust, Inc. and Truman Medical Center."
N50,TO PROVIDE HOUSING FOR FULL TIME COLLEGE STUDENTS OF THE FRATERNITY. TO PROVIDE HOUSING FOR FULL TIME COLLEGE STUDENTS OF THE FRATERNITY
O20,"EMERGENCY ASSISTANCE IS PROVIDED TO SENIORS AND OTHER NEEDY FOR UTILITIES, FUEL FOR VEHICLES, AND MEDICAL EXPENSES. OTHER EXPENSES ARE DIRECTLY RELATED TO PROVIDING PROGRAM SERVICES TO THE NEEDY. FEED THE NEEDY, EMERGENCY FUNDS FOR THE NEEDY AND SENIORS, ELECTRIC ASSISANCE FOR THE NEEDY AND SENIORS."
E91Z,120 BED NURSING HOME TO PROVIDE HEALTHCARE TO THE ELDERLY
F20,"TO PROVIDE YOUTH, ADULTS, AND FAMILIES WITH AN EFFECTIVE AND COMPREHENSIVE CHRISTIAN FAITH-BASED SOLUTION TO LIFE-CONTROLLING DRUG AND ALCOHOL PROBLEMS IN ORDER TO BECOME PRODUCTIVE MEMBERS OF SOCIETY. BY APPLYING BIBLICAL PRINCIPLES, TEEN CHALLENGE ENDEAVORS TO HELP PEOPLE BECOME MENTALLY SOUND, EMOTIONALLY BALANCED, SOCIALLY ADJUSTED, PHYSICALLY WELL, AND SPIRITUALLY ALIVE. TO PROVIDE YOUTH, ADULTS, AND FAMILIES WITH AN EFFECTIVE AND COMPREHENSIVE CHRISTIAN FAITH-BASED SOLUTION TO LIFE-CONTROLLING DRUG AND ALCOHOL PROBLEMS IN ORDER TO BECOME PRODUCTIVE MEMBERS OF SOCIETY. BY APPLYING BIBLICAL PRINCIPLES, TEEN CHALLENGE ENDEAVORS TO HELP PEOPLE BECOME MENTALLY SOUND, EMOTIONALLY BALANCED, SOCIALLY ADJUSTED, PHYSICALLY WELL, AND SPIRITUALLY ALIVE."
J33Z,"CURRENT RIVER SHELTERED WORKSHOP, INC. IS A NON-PROFIT MEMBERSHIP CORPORATION ORGANIZED UNDER THE LAWS OF MISSOURI TO PROVIDE PRODUCTIVE EMPLOYMENT OPPORTUNITIES TO EDUCABLE AND TRAINABLE MENTALLY HANDICAPPED YOUTH OVER THE AGE OF 16 YEARS. TO PROVIDE PRODUCTIVE EMPLOYMENT OPPORTUNITIES TO EDUCABLE AND TRAINABLE MENTALLY HANDICAPPED YOUTH AND OTHER HANDICAPPED INDIVIDUALS OVER THE AGE OF 16."
G20,"PATIENT MEETINGS - SINCE FABRY PATIENTS HAVE A HARD TIME WITH TRAVEL, FSIG TAKES OUR MEETINGS TO THEM IN CITIES NEAR THEM. WE PROVIDE THEM WITH UP TO DATE INFORMATION FROM MEDICAL AND INDUSTRY PROFESSIONALS. THIS ALSO GIVES PATIENTS AN OPPORTUNITY TO TALK TO OTHER FABRY PATIENTS WHO ARE FACING THE SAME DAY TO DAY CHALLENGES AS THEY ARE. IN 2017, WE REACHED APPROXIMATELY 182 PATIENTS/FAMILY MEMBERS. FABRY SUPPORT & INFORMATION GROUP (FSIG) IS A 501(C)(3) NONPROFIT ORGANIZATION. OUR MISSION IS TO PROVIDE INFORMATION, ADVOCACY, EDUCATION, AND COMPASSIONATE SUPPORT TO IMPROVE THE QUALITY OF LIFE AND THE QUALITY OF CARE FOR FABRY"
B64Z,"EDUCATION FOR THE WORKFORCE IS PROVIDED THROUGH ORGANIZATIONAL DEVELOPMENT WORKSHOPS AND BRIEFINGS, PROGRAM OPERATION WORKSHOPS AND COURSES, PROVISION OF SPACE FOR WORKSHOPS AND COURSES. EDUCATION FOR THE WORKFORCE"
D20,"PROVIDED ANIMAL CONTROL, ADOPTION, SPAYING/NEUTERINGCOMMUNITY EDUCATION AND HUMANE SOCIETY SERVICES PREVENT CRUELTY OF ANIMALS"
P820,"PROVIDES INDIVIDUALS WITH INTELLECTUAL AND OR DEVELOPMENTAL DISABILITIES SERVICES RANGING FROM RESIDENTIAL CARE TO ASSISTANCE IN COMMUNITY INTEGRATION. PROVIDES SERVICES TO INDIVIDUALS WITH INTELLECTUAL AND OR DEVELOPMENTAL DISABILITIES BY ADVOCATING FOR INDEPENDENT LIVING, EDUCATION, AND COMMUNITY INCLUSION THROUGH COMPETENT, CARING SUPPORT."
E60,"ST. LOUIS HEALTH EQUIPMENT LENDING PROGRAM (STL HELP) RECEIVES DONATIONS OF NEW AND USED HOME MEDICAL EQUIPMENT (HME) AND DISTRIBUTES THOSE ITEMS TO ANYONE IN NEED AT NO COST OR FEE. ITEMS INCLUDE, BUT ARE NOT LIMITED TO, HOSPITAL BEDS, WHEELCHAIRS, CANES, WALKERS, BEDSIDE COMMODES, SHOWER CHAIRS, PEDIATRIC EQUIPMENT, AND BREAST CANCER SUPPLIES SUCH AS WIGS, BRAS, AND PROSTHETIC BREASTS. PROGRAM ACCOMPLISHMENTS DURING 2017 INCLUDE: 2017 PROGRAM PARTICIPANTS/RECIPIENTS 3,054 2017 BENEFITING CAREGIVERS 1,527 2017 NUMBER OF ITEMS LOANED 6,966 2017 NUMBER OF TONS BROKEN DOWN AND COMPONENT RECYCLED 33.97 PROVIDE HOME MEDICAL EQUIPMENT (HME) TO THE NEEDY."
J33Z,"SHELTERED WORKSHOP PROVIDES PRODUCTIVE EMPLOYMENT TO PHYSICALLY AND DEVELOPMENTALLY DISABLED INDIVIDUALS TO PROVIDE EMPLOYMENT AND SUPPORT TO INDIVIDUALS WITH DISABILITEIS IN AN ENVIRONMENT WHICH PROMOTES DIGNITY, ENCOURAGES INDEPENDENCE AND EMPOWERS PERSONAL GOAL ATTAINMENT WHILE OFFERING QUALITY SERVICES TO THE BUSINESS COMMUNITY."
E91C,"THE ORGANIZATION HAS OVER 250 MEMBERS SERVES MANY MORE EMPLOYEES OF MEMBERS WITH VARIOUS MEETINGS, SEMINARS AND CONVENTIONS, IT ALSO ISSUES 2 DIFFERENT PUBLICATIONS ON A BI-MONTHLY BASIS AND PROVIDES REQUIRED CERTIFICATIONS FOR EMPLOYEES OF THE NURSING HOME INDUSTRY IN MISSOURI. PROVIDE PROFESSIONAL DEVELOPMENT THRU EDUCATION FOR LONG-TERM CARE ADMINISTRATORS AND THEIR STAFF."
B71Z,"PROVIDE SUPPLIES, SERVICES, CONTINUING EDUCATION, AND AN INFORMATION NETWORK AND DATABASE TO MEMBERS AND THE PUBLIC - EXEMPT PURPOSES OF THE ORGANIZATION. THE KANSAS CITY METROPOLITAN LIBRARY AND INFORMATION NETWORK DEVELOPS, COORDINATES, PROMOTES AND SHARES INFORMATION RESOURCES AND FACILITATES PROFESSIONAL DEVELOPMENT."
E30,"TO EMPLOY DENTISTS AND DENTAL HYGIENISTS TO RENDER DENTAL SERVICES TO MEDICAID RECIPIENTS AND LOW-INCOME INDIVIDUALS WHO HAVE AVAILABLE INCOME BELOW 200% OF THE FEDERAL POVERTY LEVEL AND PARTICIPANTS IN THE SCHIP PROGRAM. THE CORPORATION WAS ORGANIZED EXCLUSIVELY FOR CHARITABLE, EDUCATIONAL, RELIGIOUS OR SCIENTIFIC PURPOSES, PRIMARILY TO EMPLOY DENTISTS AND DENTAL HYGIENISTS LICENSED IN THE STATE OF MO TO RENDER DENTAL SERVICES TO MEDICAID RECEIPIENTS AND LOW-INCOME INDIVIDUALS."
L20,"PROVIDED PERMANENT HOUSING TO 12 LOW INCOME, DISABLED INDIVIDUALS AND FAMILIES. SAVE HOUSING, INC. PROVIDES COMPREHENSIVE HOUSING SOLUTIONS TO EMPOWER SOCIALLY AND MEDICALLY DISADVANTAGED PEOPLE TO IMPROVE THEIR HEALTH AND LEAD STABLE LIVES WITH PERSONAL DIGNITY."
B99,"COLUMBIA SELECT ENHANCES YOUTH SPORTS IN THE MID-MISSOURI AREA BY PROVIDING COMPETITIVE TEAMS FOR ATHLETES TO PARTICIPATE IN. WE HAVE 3 PRIMARY SPORTS WE FOCUS ON:SOCCER 165 ATHLETES. 10 TEAMS BASKETBALL 92 ATHLETES. 11 TEAMSVOLLEYBALL 54 ATHLETES. 6 TEAMS WE ORGANIZE AND MANAGE EACH TEAM. PROVIDE COACHES FOR THOSE TEAMS. ALSO TAKE CARE OF ALL REGISTRATION FOR ALL TOURNAMENT AND LEAGUES. TO PROVIDE A COMPETITIVE PROGRAM FOR YOUTH IN THE MID-MISSOURI AREA TO LEARN, GROW AND PARTICIPATE AS ATHLETES AT A HIGHER LEVEL THROUGHOUT THE STATE OF MISSOURI AND SURROUNDING STATES."
W30Z,"Support over 100 local chapters through trainings, website, weekly enews, 3 time yearly newsletter, annual convention. Hundreds of local actions exposing the true costs of war carried out by chapters.Iraq Water Project funds installation and maintenance of water purification systems in schools, hospitals, mosques in Iraq that have been damaged in the US invasion. Stop war as a means of conflict resolution"
J330,"WOOD PROD. SALES, MFG OF WOOD PROD., OTHER WORK CONTRACTS EMPLOYMENT OF MENTALLY HANDICAPPED PERSONS"
O55Z,"INTERNATIONAL MINISTRIES: THE INTERNATIONAL MINISTRIES DEPARTMENT PROVIDES LEADERSHIP, ADMINISTRATION AND FINANCIAL SUPPORT FOR CEF OFFICES AND MISSIONARIES AROUND THE WORLD. CEF IS WORKING TOWARD A GOAL OF HAVING CEF MINISTRY IN EVERY COUNTRY OF THE WORLD BY 2017. TO EVANGELIZE AND DISCIPLE CHILDREN WITH THE GOSPEL OF THE LORD JESUS CHRIST THROUGH VARIOUS CLASSES AND PROGRAMS, TO TRAIN INDIVIDUALS TO BECOME VOLUNTEER TEACHERS AND TO PRODUCE LITERATURE RELATING TO THE MINISTRIES."
J33Z,A NON-PROFIT MEMBERSHIP CORPORATION ORGANIZED UNDER THE LAWS OF MISSOURI TO PROVIDE PRODUCTIVE EMPLOYMENT OPPORTUNITIES TO EDUCABLE AND TRAINABLE DISABLED YOUTH AND OTHER HANDICAPPED INDIVIDUALS OVER THE AGE OF 16 YEARS. TO PROVIDE EMPLOYMENT TO DISABLED YOUTH AND OTHER HANDICAPPED INDIVIDUALS.
L21,LOW-INCOME HOUSING APARTMENT COMPLEX FOR THE ELDERLY THAT RECEIVES RENT SUBSIDIES FROM HUD UNDER A PROJECT RENTAL ASSISTANCE CONTRACT PROVIDES HOUSING TO LOW INCOME ELDERLY PERSONS UNDER SECTION 202 OF THE NATIONAL HOUSING ACT UNDER AGREEMENT WITH THE DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD).
P60,MISSIONARY RELIEF AND DEVELOPMENT WORK TO SPREAD THE GOSPEL THROUGH RELIEF AND DEVELOPMENT WORK
K31,"Provided food for individuals in need. Food was provided through monthly distributions to an average of 370 households or 935 individuals each month. In addition to the $7,305 in purchases we received 427,459 pounds in donated food items Provide a food pantry that distributes food to those in need and provide a center for other organizations that provide assistance to those in need."
P620,PROVIDE SHELTER AND RELATED SERVICES TO VICTIMS OF DOMESTIC AND SEXUAL VIOLENCE PROVIDE SHELTER AND RELATED SERVICES TO VICTIMS OF DOMESTIC AND SEXUAL VIOLENCE
P81Z,"NUTRITION-HOT MEALS PREPARED FOR SENIORS 60 & OLDEROF CLARK CO. FREE-WILL CONTRIBUTIONS ARE ACCEPTEDMEALS SERVED: CONGREGATE 11,912 HOME DELIVERED 11,491 SERVE ELDERLY NUTRITIOUS MEAL"
